Gene;Entrez;NumSucc;NumTrials;Average;PVal;CumPosition;QValue
TRIM26;7726;13;91;0,92039292;0,028092246;1256;0,393104954
S100A16;140576;13;91;0,92039292;0,028092246;1257;0,392792221
PLEKHM2;23207;13;91;0,92039292;0,028092246;1258;0,392479985
PGM5;5239;13;91;0,92039292;0,028092246;1259;0,392168246
SYNPO2;171024;13;91;0,92039292;0,028092246;1260;0,391857001
MMP12;4321;13;91;0,92039292;0,028092246;1261;0,39154625
AHCYL1;10768;15;110;0,92039292;0,028220103;1262;0,392525136
OXSR1;9943;15;110;0,92039292;0,028220103;1263;0,392214348
MBD2;8932;15;110;0,92039292;0,028220103;1264;0,391904052
ANP32E;81611;15;110;0,92039292;0,028220103;1265;0,391594246
PLPP3;8613;15;110;0,92039292;0,028220103;1266;0,39128493
DSC2;1824;15;110;0,92039292;0,028220103;1267;0,390976102
CRELD2;79174;15;110;0,92039292;0,028220103;1268;0,390667762
MAP2K7;5609;9;55;0,92039292;0,028767637;1269;0,395799969
LOC105376575;105376575;12;82;0,92039292;0,028787521;1270;0,395684183
MEDAG;84935;12;82;0,92039292;0,028787521;1271;0,395372866
ADAMTS5;11096;12;82;0,92039292;0,028787521;1272;0,395062038
SART3;9733;16;120;0,92039292;0,028949835;1273;0,396342888
PDGFRA;5156;16;120;0,92039292;0,028949835;1274;0,396031787
CPXM2;119587;10;64;0,92039292;0,029272997;1275;0,398863043
P3H4;10609;10;64;0,92039292;0,029272997;1276;0,398550454
WAS;7454;14;101;0,92039292;0,029364753;1277;0,399123912
MXI1;4601;14;101;0,92039292;0,029364753;1278;0,398811609
ETV3;2117;14;101;0,92039292;0,029364753;1279;0,398499793
HES1;3280;14;101;0,92039292;0,029364753;1280;0,398188466
MITF;4286;14;101;0,92039292;0,029364753;1281;0,397877624
MECP2;4204;14;101;0,92039292;0,029364753;1282;0,397567267
TNFRSF21;27242;14;101;0,92039292;0,029364753;1283;0,397257394
FAT1;2195;14;101;0,92039292;0,029364753;1284;0,396948003
LTBP4;8425;14;101;0,92039292;0,029364753;1285;0,396639094
BPHL;670;14;101;0,92039292;0,029364753;1286;0,396330666
SLC50A1;55974;15;111;0,92039292;0,030308668;1287;0,404931267
TMEM43;79188;15;111;0,92039292;0,030308668;1288;0,404616879
PLCD1;5333;15;111;0,92039292;0,030308668;1289;0,404302979
PLCG2;5336;15;111;0,92039292;0,030308668;1290;0,403989566
RASSF5;83593;15;111;0,92039292;0,030308668;1291;0,403676639
ADI1;55256;15;111;0,92039292;0,030308668;1292;0,403364195
MYOM1;8736;13;92;0,92039292;0,030411043;1293;0,403999717
MAP7;9053;13;92;0,92039292;0,030411043;1294;0,403687507
TSHZ1;10194;13;92;0,92039292;0,030411043;1295;0,403375779
ALDH5A1;7915;13;92;0,92039292;0,030411043;1296;0,403064532
FBXL5;26234;13;92;0,92039292;0,030411043;1297;0,402753765
SLC25A45;283130;13;92;0,92039292;0,030411043;1298;0,402443477
RNF144B;255488;13;92;0,92039292;0,030411043;1299;0,402133667
SYTL3;94120;8;47;0,92039292;0,030853202;1300;0,405862621
ADAMTS14;140766;8;47;0,92039292;0,030853202;1301;0,405550659
KARS;3735;16;121;0,92039292;0,030979057;1302;0,406377425
BRD4;23476;16;121;0,92039292;0,030979057;1303;0,406065546
IZUMO4;113177;12;83;0,92039292;0,031297845;1304;0,408614191
MYBPC2;4606;12;83;0,92039292;0,031297845;1305;0,408301077
LOC100506403;100506403;12;83;0,92039292;0,031297845;1306;0,407988442
SVIP;258010;12;83;0,92039292;0,031297845;1307;0,407676286
TADA2B;93624;12;83;0,92039292;0,031297845;1308;0,407364606
SLF2;55719;14;102;0,92039292;0,0316279;1309;0,409975092
SMG6;23293;14;102;0,92039292;0,0316279;1310;0,409662133
KANK1;23189;14;102;0,92039292;0,0316279;1311;0,409349653
B4GALT4;8702;14;102;0,92039292;0,0316279;1312;0,409037649
FBXO18;84893;14;102;0,92039292;0,0316279;1313;0,408726119
EDN1;1906;14;102;0,92039292;0,0316279;1314;0,408415065
BBS2;583;14;102;0,92039292;0,0316279;1315;0,408104483
AATK;9625;14;102;0,92039292;0,0316279;1316;0,407794373
GRK6;2870;14;102;0,92039292;0,0316279;1317;0,407484734
WDR73;84942;14;102;0,92039292;0,0316279;1318;0,407175565
TMEM35B;100506144;9;56;0,92039292;0,031935757;1319;0,409545793
CNDP1;84735;11;74;0,92039292;0,031938821;1320;0,40926205
NT5C;30833;11;74;0,92039292;0,031938821;1321;0,408952237
RPS19;6223;11;74;0,92039292;0,031938821;1322;0,408642894
ZNF782;158431;5;23;0,92039292;0,032022088;1323;0,40905211
DDIT4L;115265;10;65;0,92039292;0,032210781;1324;0,410362544
APEH;327;15;112;0,92039292;0,032508413;1325;0,412586445
SNX5;27131;15;112;0,92039292;0,032508413;1326;0,412275294
DPAGT1;1798;15;112;0,92039292;0,032508413;1327;0,411964612
TMED9;54732;15;112;0,92039292;0,032508413;1328;0,411654398
RCN3;57333;15;112;0,92039292;0,032508413;1329;0,41134465
ARL6IP5;10550;15;112;0,92039292;0,032508413;1330;0,411035369
LAPTM4B;55353;15;112;0,92039292;0,032508413;1331;0,410726552
DENND3;22898;13;93;0,92039292;0,032865379;1332;0,413410755
ZHX2;22882;13;93;0,92039292;0,032865379;1333;0,413100619
AATF;26574;13;93;0,92039292;0,032865379;1334;0,412790949
WISP2;8839;13;93;0,92039292;0,032865379;1335;0,412481742
BRK1;55845;13;93;0,92039292;0,032865379;1336;0,412172998
FAM198B;51313;13;93;0,92039292;0,032865379;1337;0,411864716
LTBP2;4053;13;93;0,92039292;0,032865379;1338;0,411556895
EOGT;285203;13;93;0,92039292;0,032865379;1339;0,411249534
TGFB2;7042;16;122;0,92039292;0,033111033;1340;0,412970746
GXYLT1;283464;12;84;0,92039292;0,033961322;1341;0,419558046
ETFRF1;144363;12;84;0,92039292;0,033961322;1342;0,419245409
SAMD4A;23034;12;84;0,92039292;0,033961322;1343;0,418933238
FAM13A;10144;12;84;0,92039292;0,033961322;1344;0,418621532
DHX35;60625;12;84;0,92039292;0,033961322;1345;0,418310289
MICALL2;79778;12;84;0,92039292;0,033961322;1346;0,417999509
ABLIM1;3983;12;84;0,92039292;0,033961322;1347;0,41768919
LPAR6;10161;12;84;0,92039292;0,033961322;1348;0,417379332
PIK3CG;5294;12;84;0,92039292;0,033961322;1349;0,417069933
PTGES3;10728;12;84;0,92039292;0,033961322;1350;0,416760992
C1orf198;84886;12;84;0,92039292;0,033961322;1351;0,416452509
MUM1;84939;14;103;0,92039292;0,034015142;1352;0,416571186
CADPS2;93664;14;103;0,92039292;0,034015142;1353;0,416263299
BRE;9577;14;103;0,92039292;0,034015142;1354;0,415955867
MAFK;7975;14;103;0,92039292;0,034015142;1355;0,415648888
DIP2B;57609;14;103;0,92039292;0,034015142;1356;0,415342363
ECE1;1889;14;103;0,92039292;0,034015142;1357;0,415036289
COL14A1;7373;14;103;0,92039292;0,034015142;1358;0,414730665
KIF13B;23303;14;103;0,92039292;0,034015142;1359;0,414425492
TREX1;11277;8;48;0,92039292;0,034527177;1360;0,418119877
PHYHD1;254295;8;48;0,92039292;0,034527177;1361;0,417812662
TTC17;55761;15;113;0,92039292;0,034822276;1362;0,419777236
CLK1;1195;15;113;0,92039292;0,034822276;1363;0,419469256
MAOA;4128;15;113;0,92039292;0,034822276;1364;0,419161727
HMGCS2;3158;15;113;0,92039292;0,034822276;1365;0,418854649
COPA;1314;15;113;0,92039292;0,034822276;1366;0,41854802
SOGA1;140710;11;75;0,92039292;0,034830356;1367;0,418303489
MYO5A;4644;11;75;0,92039292;0,034830356;1368;0,417997711
LYL1;4066;13;94;0,92039292;0,035458991;1369;0,422431971
COLGALT1;79709;13;94;0,92039292;0,035458991;1370;0,422123627
ADAP2;55803;13;94;0,92039292;0,035458991;1371;0,421815732
TRPM2;7226;13;94;0,92039292;0,035458991;1372;0,421508286
FBLN5;10516;13;94;0,92039292;0,035458991;1373;0,421201288
GSDMD;79792;13;94;0,92039292;0,035458991;1374;0,420894737
ADCY4;196883;13;94;0,92039292;0,035458991;1375;0,420588632
HSPB6;126393;13;94;0,92039292;0,035458991;1376;0,420282971
KIDINS220;57498;13;94;0,92039292;0,035458991;1377;0,419977755
FARP2;9855;13;94;0,92039292;0,035458991;1378;0,419672982
FMO2;2327;13;94;0,92039292;0,035458991;1379;0,41936865
PTPN12;5782;14;104;0,92039292;0,036529715;1380;0,426846453
GCNT1;2650;14;104;0,92039292;0,036529715;1381;0,426537368
MMP23B;8510;14;104;0,92039292;0,036529715;1382;0,426228731
PRKCH;5583;14;104;0,92039292;0,036529715;1383;0,425920539
HSDL2;84263;14;104;0,92039292;0,036529715;1384;0,425612793
SPINT1;6692;14;104;0,92039292;0,036529715;1385;0,425305492
EYA4;2070;12;85;0,92039292;0,036782162;1386;0,42678397
CPM;1368;12;85;0,92039292;0,036782162;1387;0,426476267
WHAMM;123720;12;85;0,92039292;0,036782162;1388;0,426169008
EVC;2121;12;85;0,92039292;0,036782162;1389;0,42586219
PADI2;11240;15;114;0,92039292;0,037253104;1390;0,428834655
TRAFD1;10906;15;114;0,92039292;0,037253104;1391;0,428526363
FRMD4B;23150;15;114;0,92039292;0,037253104;1392;0,428218513
CPD;1362;16;124;0,92039292;0,037693606;1393;0,43092186
ATP6V1C1;528;16;124;0,92039292;0,037693606;1394;0,430612734
EBLN2;55096;5;24;0,92039292;0,037875905;1395;0,431534256
DHFR2;200895;5;24;0,92039292;0,037875905;1396;0,431225134
C4A;720;5;24;0,92039292;0,037875905;1397;0,430916455
ITPRIP;85450;5;24;0,92039292;0,037875905;1398;0,430608217
NPHP3;27031;5;24;0,92039292;0,037875905;1399;0,43030042
ADGRG2;10149;11;76;0,92039292;0,037901142;1400;0,430162114
CCDC122;160857;11;76;0,92039292;0,037901142;1401;0,429855075
UVSSA;57654;11;76;0,92039292;0,037901142;1402;0,429548473
CYB5R2;51700;11;76;0,92039292;0,037901142;1403;0,429242309
METRNL;284207;11;76;0,92039292;0,037901142;1404;0,428936581
CAMK2B;816;13;95;0,92039292;0,038195472;1405;0,430584389
EGLN3;112399;13;95;0,92039292;0,038195472;1406;0,430278141
IFIT2;3433;13;95;0,92039292;0,038195472;1407;0,429972329
ZEB2;9839;13;95;0,92039292;0,038195472;1408;0,42966695
C2orf40;84417;13;95;0,92039292;0,038195472;1409;0,429362006
PTPRCAP;5790;13;95;0,92039292;0,038195472;1410;0,429057494
TRIM44;54765;13;95;0,92039292;0,038195472;1411;0,428753413
FASLG;356;13;95;0,92039292;0,038195472;1412;0,428449764
ITGA5;3678;13;95;0,92039292;0,038195472;1413;0,428146544
GLIS3;169792;10;67;0,92039292;0,038693983;1414;0,431082644
KLRC4-KLRK1;100528032;10;67;0,92039292;0,038693983;1415;0,430777992
IFIT3;3437;9;58;0,92039292;0,03897994;1416;0,432301808
PBLD;64081;9;58;0,92039292;0,03897994;1417;0,431996726
CSF2RB;1439;9;58;0,92039292;0,03897994;1418;0,431692074
CASP2;835;14;105;0,92039292;0,039174738;1419;0,432619159
RNF141;50862;14;105;0,92039292;0,039174738;1420;0,432314498
BLVRA;644;14;105;0,92039292;0,039174738;1421;0,432010265
TNFAIP8;25816;14;105;0,92039292;0,039174738;1422;0,43170646
MUM1L1;139221;12;86;0,92039292;0,039764377;1423;0,435063809
PHC3;80012;12;86;0,92039292;0,039764377;1424;0,434758286
RELB;5971;12;86;0,92039292;0,039764377;1425;0,434453193
SRXN1;140809;12;86;0,92039292;0,039764377;1426;0,434148527
CHRDL1;91851;12;86;0,92039292;0,039764377;1427;0,433844289
ELMSAN1;91748;12;86;0,92039292;0,039764377;1428;0,433540476
FGD2;221472;12;86;0,92039292;0,039764377;1429;0,433237089
STEAP4;79689;12;86;0,92039292;0,039764377;1430;0,432934126
DYNC1H1;1778;12;86;0,92039292;0,039764377;1431;0,432631586
RPN2;6185;15;115;0,92039292;0,039803645;1432;0,432568762
TPD52L2;7165;15;115;0,92039292;0,039803645;1433;0,4322669
ZCCHC6;79670;15;115;0,92039292;0,039803645;1434;0,431965459
CAT;847;15;115;0,92039292;0,039803645;1435;0,431664437
RPA1;6117;15;115;0,92039292;0,039803645;1436;0,431363835
CLTA;1211;16;125;0,92039292;0,04014919;1437;0,433146133
TC2N;123036;13;96;0,92039292;0,041078249;1438;0,438298583
MED12;9968;13;96;0,92039292;0,041078249;1439;0,437993998
EHBP1L1;254102;13;96;0,92039292;0,041078249;1440;0,437689835
VEZF1;7716;13;96;0,92039292;0,041078249;1441;0,437386095
RBM47;54502;13;96;0,92039292;0,041078249;1442;0,437082776
RHOJ;57381;13;96;0,92039292;0,041078249;1443;0,436779877
SH2B2;10603;13;96;0,92039292;0,041078249;1444;0,436477398
LTBP3;4054;13;96;0,92039292;0,041078249;1445;0,436175338
PRKAG2;51422;13;96;0,92039292;0,041078249;1446;0,435873695
BRAT1;221927;13;96;0,92039292;0,041078249;1447;0,435572469
RPL7L1;285855;13;96;0,92039292;0,041078249;1448;0,43527166
ZSWIM8;23053;11;77;0,92039292;0,041155703;1449;0,435413227
FAM174B;400451;11;77;0,92039292;0,041155703;1450;0,435112942
SVEP1;79987;11;77;0,92039292;0,041155703;1451;0,434813071
RHOU;58480;11;77;0,92039292;0,041155703;1452;0,434513613
CCDC82;79780;11;77;0,92039292;0,041155703;1453;0,434214567
SERPINB8;5271;11;77;0,92039292;0,041155703;1454;0,433915932
ANKRD28;23243;14;106;0,92039292;0,041953198;1455;0,438067099
SLC12A2;6558;14;106;0,92039292;0,041953198;1456;0,437766229
CX3CL1;6376;14;106;0,92039292;0,041953198;1457;0,437465772
ECHDC2;55268;14;106;0,92039292;0,041953198;1458;0,437165727
RBM22;55696;14;106;0,92039292;0,041953198;1459;0,436866093
B4GALNT1;2583;14;106;0,92039292;0,041953198;1460;0,43656687
SNRNP70;6625;14;106;0,92039292;0,041953198;1461;0,436268056
CFLAR;8837;14;106;0,92039292;0,041953198;1462;0,435969651
HNRNPUL1;11100;14;106;0,92039292;0,041953198;1463;0,435671654
RABGAP1L;9910;14;106;0,92039292;0,041953198;1464;0,435374064
EHD3;30845;14;106;0,92039292;0,041953198;1465;0,43507688
CPQ;10404;14;106;0,92039292;0,041953198;1466;0,434780102
USP4;7375;14;106;0,92039292;0,041953198;1467;0,434483729
MMP14;4323;14;106;0,92039292;0,041953198;1468;0,434187759
ISG15;9636;10;68;0,92039292;0,04225014;1469;0,435495072
TLR8;51311;10;68;0,92039292;0,04225014;1470;0,435198817
GOLM1;51280;10;68;0,92039292;0,04225014;1471;0,434902965
ITPR1;3708;15;116;0,92039292;0,042476541;1472;0,435813286
ATF3;467;15;116;0,92039292;0,042476541;1473;0,435517418
CD247;919;15;116;0,92039292;0,042476541;1474;0,435221951
CDO1;1036;15;116;0,92039292;0,042476541;1475;0,434926886
TST;7263;15;116;0,92039292;0,042476541;1476;0,43463222
PYGB;5834;15;116;0,92039292;0,042476541;1477;0,434337953
SAMD9;54809;8;50;0,92039292;0,042736968;1478;0,4354107
GEMIN4;50628;9;59;0,92039292;0,042868644;1479;0,435800822
TVP23B;51030;12;87;0,92039292;0,042911759;1480;0,435729466
SALL1;6299;12;87;0,92039292;0,042911759;1481;0,435435253
DDB2;1643;12;87;0,92039292;0,042911759;1482;0,435141437
OSGIN1;29948;12;87;0,92039292;0,042911759;1483;0,434848017
RGS18;64407;12;87;0,92039292;0,042911759;1484;0,434554993
sept-02;4735;12;87;0,92039292;0,042911759;1485;0,434262363
DAPP1;27071;12;87;0,92039292;0,042911759;1486;0,433970128
NAGLU;4669;12;87;0,92039292;0,042911759;1487;0,433678285
MATN2;4147;13;97;0,92039292;0,044110579;1488;0,439384953
IGSF6;10261;13;97;0,92039292;0,044110579;1489;0,439089866
SEMA4B;10509;13;97;0,92039292;0,044110579;1490;0,438795175
CDC42EP4;23580;13;97;0,92039292;0,044110579;1491;0,438500879
DOCK5;80005;13;97;0,92039292;0,044110579;1492;0,438206977
ACTN1;87;13;97;0,92039292;0,044110579;1493;0,43791347
PLPP2;8612;13;97;0,92039292;0,044110579;1494;0,437620355
CASP8;841;13;97;0,92039292;0,044110579;1495;0,437327632
ZNF232;7775;5;25;0,92039292;0,04434128;1496;0,438145509
TNFRSF6B;8771;5;25;0,92039292;0,04434128;1497;0,437852826
FCGR3B;2215;5;25;0,92039292;0,04434128;1498;0,437560535
VSIG4;11326;5;25;0,92039292;0,04434128;1499;0,437268633
APOL2;23780;5;25;0,92039292;0,04434128;1500;0,436977121
C6;729;11;78;0,92039292;0,044598265;1501;0,437904221
CPNE2;221184;11;78;0,92039292;0,044598265;1502;0,437612673
WIPF1;7456;14;107;0,92039292;0,044867942;1503;0,438581959
CYFIP2;26999;14;107;0,92039292;0,044867942;1504;0,438290348
DEPTOR;64798;14;107;0,92039292;0,044867942;1505;0,437999126
ADGRE5;976;14;107;0,92039292;0,044867942;1506;0,437708289
OTUD7B;56957;14;107;0,92039292;0,044867942;1507;0,437417839
KHNYN;23351;14;107;0,92039292;0,044867942;1508;0,437127775
PRRX1;5396;14;107;0,92039292;0,044867942;1509;0,436838094
ACTR2;10097;14;107;0,92039292;0,044867942;1510;0,436548797
SHKBP1;92799;14;107;0,92039292;0,044867942;1511;0,436259883
PERP;64065;14;107;0,92039292;0,044867942;1512;0,435971352
TM9SF2;9375;15;117;0,92039292;0,045274318;1513;0,437538787
CSK;1445;15;117;0,92039292;0,045274318;1514;0,437249792
PNN;5411;15;117;0,92039292;0,045274318;1515;0,436961178
IDH1;3417;15;117;0,92039292;0,045274318;1516;0,436672945
CALD1;800;15;117;0,92039292;0,045274318;1517;0,436385092
FCGRT;2217;15;117;0,92039292;0,045274318;1518;0,436097619
HK2;3099;15;117;0,92039292;0,045274318;1519;0,435810523
ID3;3399;15;117;0,92039292;0,045274318;1520;0,435523806
RANGAP1;5905;15;117;0,92039292;0,045274318;1521;0,435237465
TBKBP1;9755;12;88;0,92039292;0,046227865;1522;0,439133363
SDF2L1;23753;12;88;0,92039292;0,046227865;1523;0,438845028
SAFB;6294;12;88;0,92039292;0,046227865;1524;0,438557072
SESTD1;91404;12;88;0,92039292;0,046227865;1525;0,438269494
USP45;85015;12;88;0,92039292;0,046227865;1526;0,437982293
SLC8B1;80024;12;88;0,92039292;0,046227865;1527;0,437695467
AKR1B1;231;13;98;0,92039292;0,047295527;1528;0,44183017
CC2D1B;200014;13;98;0,92039292;0,047295527;1529;0,441541204
TOB1;10140;13;98;0,92039292;0,047295527;1530;0,441252615
WBP2;23558;13;98;0,92039292;0,047295527;1531;0,440964403
ZC3H13;23091;13;98;0,92039292;0,047295527;1532;0,440676567
RUFY1;80230;13;98;0,92039292;0,047295527;1533;0,440389107
MRI1;84245;13;98;0,92039292;0,047295527;1534;0,440102021
PNISR;25957;13;98;0,92039292;0,047295527;1535;0,43981531
HIBCH;26275;13;98;0,92039292;0,047295527;1536;0,439528972
RIN3;79890;13;98;0,92039292;0,047295527;1537;0,439243006
IL7R;3575;13;98;0,92039292;0,047295527;1538;0,438957412
LARS;51520;13;98;0,92039292;0,047295527;1539;0,43867219
AVPI1;60370;14;108;0,92039292;0,047921665;1540;0,44084156
ERBB3;2065;14;108;0,92039292;0,047921665;1541;0,440555485
UBE2C;11065;14;108;0,92039292;0,047921665;1542;0,440269781
STX3;6809;14;108;0,92039292;0,047921665;1543;0,439984447
CYTIP;9595;14;108;0,92039292;0,047921665;1544;0,439699483
SPG21;51324;14;108;0,92039292;0,047921665;1545;0,439414888
TMEM57;55219;14;108;0,92039292;0,047921665;1546;0,439130661
ASNS;440;15;118;0,92039292;0,048199379;1547;0,439902515
PPP2R1A;5518;15;118;0,92039292;0,048199379;1548;0,43961834
TALDO1;6888;15;118;0,92039292;0,048199379;1549;0,439334532
SLC35E1;79939;15;118;0,92039292;0,048199379;1550;0,43905109
ZMIZ1;57178;15;118;0,92039292;0,048199379;1551;0,438768014
ADAM10;102;15;118;0,92039292;0,048199379;1552;0,438485303
CLIP1;6249;15;118;0,92039292;0,048199379;1553;0,438202956
ACLY;47;15;118;0,92039292;0,048199379;1554;0,437920972
SLC4A4;8671;15;118;0,92039292;0,048199379;1555;0,43763935
PEX11A;8800;15;118;0,92039292;0,048199379;1556;0,437358091
CYLD;1540;11;79;0,92039292;0,048232731;1557;0,43720202
TNS3;64759;11;79;0,92039292;0,048232731;1558;0,436921402
MTF1;4520;11;79;0,92039292;0,048232731;1559;0,436641145
PPP2CA;5515;11;79;0,92039292;0,048232731;1560;0,436361247
TBC1D10C;374403;11;79;0,92039292;0,048232731;1561;0,436081707
ADGRL4;64123;11;79;0,92039292;0,048232731;1562;0,435802525
PCBP2;5094;11;79;0,92039292;0,048232731;1563;0,435523701
MFAP5;8076;12;89;0,92039292;0,049716002;1564;0,440524533
SLC46A3;283537;12;89;0,92039292;0,049716002;1565;0,440243048
PTGIR;5739;12;89;0,92039292;0,049716002;1566;0,439961922
SMOX;54498;12;89;0,92039292;0,049716002;1567;0,439681155
MYH14;79784;12;89;0,92039292;0,049716002;1568;0,439400746
CD180;4064;12;89;0,92039292;0,049716002;1569;0,439120694
TMEM37;140738;12;89;0,92039292;0,049716002;1570;0,438841
SFRP2;6423;12;89;0,92039292;0,049716002;1571;0,438561661
CXCR3;2833;12;89;0,92039292;0,049716002;1572;0,438282678
TAB2;23118;12;89;0,92039292;0,049716002;1573;0,438004049
HLCS;3141;12;89;0,92039292;0,049716002;1574;0,437725775
DCXR;51181;12;89;0,92039292;0,049716002;1575;0,437447854
C1orf64;149563;4;18;0,92039292;0,049829079;1576;0,437549998
